Year,NOC,Lagged_Squad_Size,Lagged_NOC_Events_Entered,Lagged_Sport_Diversity,Lagged_Global_Total_Events,Lagged_Global_Nations_Count,Lagged_Share_of_Entries,Lagged_Expected_Share,Lagged_RCA_Macro,Lagged_Specialization_Index,Lagged_Total_Medals,Lagged_2_Total_Medals,Lagged_3_Total_Medals,Is_Host,Has_Medal_before,Total,Gold,Silver,Bronze
2016,TUN,83.0,50.0,17.0,670.0,204.0,0.007147962830593281,0.004901960784313725,1.4581844174410292,2.9411764705882355,3.0,1.0,0.0,0,1,3,0,0,3
2020,TUN,61.0,47.0,17.0,682.0,205.0,0.006620650795886745,0.004878048780487805,1.3572334131567827,2.764705882352941,3.0,3.0,1.0,0,1,2,1,1,0
2024,TUN,63.0,50.0,17.0,761.0,205.0,0.007287567409998542,0.004878048780487805,1.4939513190497011,2.9411764705882355,2.0,3.0,3.0,0,1,3,1,1,1
1912,TUR,,,,,,,,,,,,,0,0,0,0,0,0
1924,TUR,2.0,7.0,1.0,236.0,27.0,0.007700770077007701,0.037037037037037035,0.20792079207920794,7.0,0.0,,,0,0,0,0,0,0
1928,TUR,22.0,11.0,5.0,292.0,44.0,0.006798516687268232,0.022727272727272728,0.2991347342398022,2.2,0.0,0.0,,0,0,0,0,0,0
1936,TUR,31.0,17.0,6.0,252.0,46.0,0.011096605744125326,0.021739130434782608,0.5104438642297651,2.8333333333333335,0.0,0.0,0.0,0,0,2,1,0,1
1948,TUR,48.0,26.0,7.0,302.0,49.0,0.01262135922330097,0.02040816326530612,0.6184466019417476,3.7142857142857144,2.0,0.0,0.0,0,1,12,6,4,2
1952,TUR,57.0,41.0,6.0,312.0,59.0,0.01854364540931705,0.01694915254237288,1.094075079149706,6.833333333333333,12.0,2.0,0.0,0,1,3,2,0,1
1956,TUR,51.0,31.0,4.0,338.0,69.0,0.010430686406460296,0.014492753623188406,0.7197173620457604,7.75,3.0,12.0,2.0,0,1,7,3,2,2
1960,TUR,19.0,20.0,2.0,342.0,72.0,0.009212344541685858,0.013888888888888888,0.6632888070013818,10.0,7.0,3.0,12.0,0,1,0,0,0,0
1964,TUR,49.0,41.0,6.0,340.0,84.0,0.012177012177012177,0.011904761904761904,1.022869022869023,6.833333333333333,0.0,7.0,3.0,0,1,6,2,3,1
1968,TUR,23.0,24.0,4.0,370.0,93.0,0.007428040854224698,0.010752688172043012,0.6908077994428968,6.0,6.0,0.0,7.0,0,1,2,2,0,0
1972,TUR,29.0,29.0,4.0,386.0,112.0,0.007871878393051032,0.008928571428571428,0.8816503800217156,7.25,2.0,6.0,0.0,0,1,1,0,1,0
1976,TUR,43.0,43.0,8.0,439.0,121.0,0.00974835638177284,0.008264462809917356,1.1795511221945136,5.375,1.0,2.0,6.0,0,1,0,0,0,0
1984,TUR,27.0,27.0,8.0,444.0,92.0,0.00718849840255591,0.010869565217391304,0.6613418530351438,3.375,0.0,1.0,2.0,0,1,3,0,0,3
1988,TUR,46.0,49.0,10.0,492.0,140.0,0.010905853549966614,0.007142857142857143,1.526819496995326,4.9,3.0,0.0,1.0,0,1,2,1,1,0
1992,TUR,41.0,40.0,9.0,528.0,159.0,0.006931207762952695,0.006289308176100629,1.1020620343094785,4.444444444444445,2.0,3.0,0.0,0,1,6,2,2,2
1996,TUR,41.0,43.0,10.0,573.0,168.0,0.006856960612342529,0.005952380952380952,1.151969382873545,4.3,6.0,2.0,3.0,0,1,6,4,1,1
2000,TUR,53.0,55.0,9.0,604.0,197.0,0.008120478369998524,0.005076142131979695,1.5997342388897093,6.111111111111111,6.0,6.0,2.0,0,1,5,3,0,2
2004,TUR,57.0,58.0,10.0,667.0,199.0,0.008262108262108263,0.005025125628140704,1.6441595441595442,5.8,5.0,6.0,6.0,0,1,10,3,3,4
2008,TUR,64.0,65.0,10.0,669.0,201.0,0.009473837632998106,0.004975124378109453,1.9042413642326192,6.5,10.0,5.0,6.0,0,1,5,1,1,3
2012,TUR,67.0,67.0,12.0,673.0,204.0,0.009467288399039141,0.004901960784313725,1.9313268334039848,5.583333333333333,5.0,10.0,5.0,0,1,3,1,1,1
2016,TUR,112.0,80.0,16.0,670.0,204.0,0.01143674052894925,0.004901960784313725,2.333095067905647,5.0,3.0,5.0,10.0,0,1,8,1,3,4
2020,TUR,100.0,88.0,21.0,682.0,205.0,0.012396112128468799,0.004878048780487805,2.5412029863361036,4.190476190476191,8.0,3.0,5.0,0,1,13,2,2,9
2024,TUR,107.0,94.0,18.0,761.0,205.0,0.01370062673079726,0.004878048780487805,2.8086284798134384,5.222222222222222,13.0,8.0,3.0,0,1,8,0,3,5
2008,TUV,,,,,,,,,,,,,0,0,0,0,0,0
2012,TUV,3.0,3.0,2.0,673.0,204.0,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5,0.0,,,0,0,0,0,0,0
2016,TUV,3.0,3.0,2.0,670.0,204.0,0.00042887776983559683,0.004901960784313725,0.08749106504646176,1.5,0.0,0.0,,0,0,0,0,0,0
2020,TUV,1.0,1.0,1.0,682.0,205.0,0.0001408649105507818,0.004878048780487805,0.02887730666291027,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2024,TUV,2.0,2.0,1.0,761.0,205.0,0.0002915026963999417,0.004878048780487805,0.05975805276198805,2.0,0.0,0.0,0.0,0,0,0,0,0,0
1984,UAE,,,,,,,,,,,,,0,0,0,0,0,0
1988,UAE,7.0,8.0,1.0,492.0,140.0,0.0017805475183618963,0.007142857142857143,0.2492766525706655,8.0,0.0,,,0,0,0,0,0,0
1992,UAE,12.0,15.0,2.0,528.0,159.0,0.0025992029111072605,0.006289308176100629,0.41327326286605437,7.5,0.0,0.0,,0,0,0,0,0,0
1996,UAE,13.0,19.0,3.0,573.0,168.0,0.0030298198054536755,0.005952380952380952,0.5090097273162175,6.333333333333333,0.0,0.0,0.0,0,0,0,0,0,0
2000,UAE,4.0,4.0,4.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,UAE,4.0,5.0,3.0,667.0,199.0,0.0007122507122507123,0.005025125628140704,0.14173789173789175,1.6666666666666667,0.0,0.0,0.0,0,0,1,1,0,0
2008,UAE,4.0,5.0,3.0,669.0,201.0,0.0007287567409998542,0.004975124378109453,0.14648010494097072,1.6666666666666667,1.0,0.0,0.0,0,1,0,0,0,0
2012,UAE,8.0,9.0,7.0,673.0,204.0,0.001271725307333616,0.004901960784313725,0.25943196269605767,1.2857142857142858,0.0,1.0,0.0,0,1,0,0,0,0
2016,UAE,26.0,9.0,6.0,670.0,204.0,0.0012866333095067906,0.004901960784313725,0.2624731951393853,1.5,0.0,0.0,1.0,0,1,1,0,0,1
2020,UAE,12.0,11.0,6.0,682.0,205.0,0.0015495140160585999,0.004878048780487805,0.31765037329201296,1.8333333333333333,1.0,0.0,0.0,0,1,0,0,0,0
2024,UAE,5.0,5.0,4.0,761.0,205.0,0.0007287567409998542,0.004878048780487805,0.1493951319049701,1.25,0.0,1.0,0.0,0,1,0,0,0,0
1960,UAR,,,,,,,,,,,,,0,0,0,0,0,0
1956,UGA,,,,,,,,,,,,,0,0,0,0,0,0
1960,UGA,3.0,5.0,1.0,342.0,72.0,0.0023030861354214646,0.013888888888888888,0.16582220175034545,5.0,0.0,,,0,0,0,0,0,0
1964,UGA,10.0,11.0,2.0,340.0,84.0,0.003267003267003267,0.011904761904761904,0.27442827442827444,5.5,0.0,0.0,,0,0,0,0,0,0
1968,UGA,13.0,14.0,2.0,370.0,93.0,0.004333023831631074,0.010752688172043012,0.40297121634168986,7.0,0.0,0.0,0.0,0,0,2,0,1,1
1972,UGA,11.0,14.0,2.0,386.0,112.0,0.003800217155266015,0.008928571428571428,0.4256243213897937,7.0,2.0,0.0,0.0,0,1,2,1,1,0
1980,UGA,33.0,19.0,3.0,439.0,121.0,0.004307413284969395,0.008264462809917356,0.5211970074812967,6.333333333333333,2.0,2.0,0.0,0,1,1,0,1,0
1984,UGA,13.0,12.0,2.0,454.0,80.0,0.003758221108675227,0.0125,0.30065768869401815,6.0,1.0,2.0,2.0,0,1,0,0,0,0
1988,UGA,26.0,24.0,5.0,492.0,140.0,0.005341642555085689,0.007142857142857143,0.7478299577119965,4.8,0.0,1.0,2.0,0,1,0,0,0,0
1992,UGA,24.0,22.0,3.0,528.0,159.0,0.003812164269623982,0.006289308176100629,0.6061341188702131,7.333333333333333,0.0,0.0,1.0,0,1,0,0,0,0
1996,UGA,8.0,9.0,3.0,573.0,168.0,0.00143517780258332,0.005952380952380952,0.2411098708339978,3.0,0.0,0.0,0.0,0,1,1,0,0,1
2000,UGA,10.0,9.0,4.0,604.0,197.0,0.0013288055514543038,0.005076142131979695,0.26177469363649786,2.25,1.0,0.0,0.0,0,1,0,0,0,0
2004,UGA,13.0,13.0,5.0,667.0,199.0,0.001851851851851852,0.005025125628140704,0.3685185185185185,2.6,0.0,1.0,0.0,0,1,0,0,0,0
2008,UGA,11.0,10.0,4.0,669.0,201.0,0.0014575134819997085,0.004975124378109453,0.29296020988194144,2.5,0.0,0.0,1.0,0,1,0,0,0,0
2012,UGA,11.0,10.0,4.0,673.0,204.0,0.0014130281192595733,0.004901960784313725,0.28825773632895296,2.5,0.0,0.0,0.0,0,1,1,1,0,0
2016,UGA,15.0,12.0,4.0,670.0,204.0,0.0017155110793423873,0.004901960784313725,0.34996426018584703,3.0,1.0,0.0,0.0,0,1,0,0,0,0
2020,UGA,21.0,14.0,3.0,682.0,205.0,0.001972108747710945,0.004878048780487805,0.4042822932807437,4.666666666666667,0.0,1.0,0.0,0,1,4,2,1,1
2024,UGA,25.0,18.0,4.0,761.0,205.0,0.0026235242675994755,0.004878048780487805,0.5378224748578925,4.5,4.0,0.0,1.0,0,1,2,1,1,0
1996,UKR,,,,,,,,,,,,,0,0,23,9,2,12
2000,UKR,231.0,148.0,21.0,604.0,197.0,0.021851469068359664,0.005076142131979695,4.3047394064668545,7.0476190476190474,23.0,,,0,1,23,3,10,10
2004,UKR,230.0,185.0,23.0,667.0,199.0,0.026353276353276354,0.005025125628140704,5.244301994301995,8.043478260869565,23.0,23.0,,0,1,22,8,5,9
2008,UKR,239.0,175.0,23.0,669.0,201.0,0.0255064859349949,0.004975124378109453,5.126803672933975,7.608695652173913,22.0,23.0,23.0,0,1,22,7,4,11
2012,UKR,243.0,177.0,24.0,673.0,204.0,0.025010597710894446,0.004901960784313725,5.102161933022467,7.375,22.0,22.0,23.0,0,1,19,5,4,10
2016,UKR,230.0,174.0,25.0,670.0,204.0,0.024874910650464616,0.004901960784313725,5.0744817726947815,6.96,19.0,22.0,22.0,0,1,11,2,5,4
2020,UKR,204.0,142.0,24.0,682.0,205.0,0.020002817298211014,0.004878048780487805,4.100577546133258,5.916666666666667,11.0,19.0,22.0,0,1,19,1,6,12
2024,UKR,153.0,121.0,28.0,761.0,205.0,0.017635913132196472,0.004878048780487805,3.6153621921002768,4.321428571428571,19.0,11.0,19.0,0,1,12,3,5,4
1952,URS,,,,,,,,,,,,,0,0,71,22,30,19
1956,URS,295.0,141.0,18.0,338.0,69.0,0.04744279946164199,0.014492753623188406,3.2735531628532972,7.833333333333333,71.0,,,0,1,98,37,29,32
1960,URS,281.0,141.0,18.0,342.0,72.0,0.0649470290188853,0.013888888888888888,4.676186089359742,7.833333333333333,98.0,71.0,,0,1,0,0,0,0
1964,URS,283.0,145.0,17.0,340.0,84.0,0.043065043065043065,0.011904761904761904,3.617463617463618,8.529411764705882,0.0,98.0,71.0,0,1,96,30,31,35
1968,URS,316.0,154.0,19.0,370.0,93.0,0.047663262147941816,0.010752688172043012,4.432683379758589,8.105263157894736,96.0,0.0,98.0,0,1,91,29,32,30
1972,URS,311.0,164.0,18.0,386.0,112.0,0.04451682953311618,0.008928571428571428,4.985884907709012,9.11111111111111,91.0,96.0,0.0,0,1,99,50,27,22
1976,URS,371.0,180.0,22.0,439.0,121.0,0.04080707322602584,0.008264462809917356,4.9376558603491265,8.181818181818182,99.0,91.0,96.0,0,1,125,49,41,35
1980,URS,408.0,189.0,22.0,444.0,92.0,0.050319488817891375,0.010869565217391304,4.6293929712460065,8.590909090909092,125.0,99.0,91.0,1,1,195,80,69,46
1988,URS,489.0,202.0,23.0,454.0,80.0,0.06326338866269965,0.0125,5.061071093015972,8.782608695652174,195.0,125.0,99.0,0,1,132,55,31,46
1924,URU,,,,,,,,,,,,,0,0,1,1,0,0
1928,URU,25.0,10.0,3.0,292.0,44.0,0.006180469715698393,0.022727272727272728,0.27194066749072926,3.3333333333333335,1.0,,,0,1,1,1,0,0
1932,URU,17.0,1.0,1.0,252.0,46.0,0.0006527415143603133,0.021739130434782608,0.030026109660574413,1.0,1.0,1.0,,0,1,0,0,0,0
1936,URU,1.0,1.0,1.0,268.0,37.0,0.001142857142857143,0.02702702702702703,0.04228571428571429,1.0,0.0,1.0,1.0,0,1,0,0,0,0
1948,URU,37.0,15.0,6.0,302.0,49.0,0.007281553398058253,0.02040816326530612,0.35679611650485443,2.5,0.0,0.0,1.0,0,1,2,0,1,1
1952,URU,59.0,31.0,10.0,312.0,59.0,0.014020805065581185,0.01694915254237288,0.8272274988692899,3.1,2.0,0.0,0.0,0,1,2,0,0,2
1956,URU,32.0,16.0,9.0,338.0,69.0,0.005383580080753701,0.014492753623188406,0.3714670255720054,1.7777777777777777,2.0,2.0,0.0,0,1,1,0,0,1
1960,URU,21.0,8.0,5.0,342.0,72.0,0.0036849378166743437,0.013888888888888888,0.26531552280055276,1.6,1.0,2.0,2.0,0,1,0,0,0,0
1964,URU,34.0,15.0,8.0,340.0,84.0,0.004455004455004455,0.011904761904761904,0.3742203742203743,1.875,0.0,1.0,2.0,0,1,1,0,0,1
1968,URU,23.0,8.0,4.0,370.0,93.0,0.0024760136180748994,0.010752688172043012,0.23026926648096563,2.0,1.0,0.0,1.0,0,1,0,0,0,0
1972,URU,27.0,31.0,8.0,386.0,112.0,0.008414766558089034,0.008928571428571428,0.9424538545059719,3.875,0.0,1.0,0.0,0,1,0,0,0,0
1976,URU,13.0,12.0,5.0,439.0,121.0,0.002720471548401723,0.008264462809917356,0.32917705735660846,2.4,0.0,0.0,1.0,0,1,0,0,0,0
1984,URU,9.0,9.0,5.0,444.0,92.0,0.0023961661341853034,0.010869565217391304,0.22044728434504793,1.8,0.0,0.0,0.0,0,1,0,0,0,0
1988,URU,18.0,11.0,5.0,492.0,140.0,0.0024482528377476075,0.007142857142857143,0.3427553972846651,2.2,0.0,0.0,0.0,0,1,0,0,0,0
1992,URU,15.0,14.0,8.0,528.0,159.0,0.002425922717033443,0.006289308176100629,0.38572171200831745,1.75,0.0,0.0,0.0,0,1,0,0,0,0
1996,URU,16.0,15.0,11.0,573.0,168.0,0.0023919630043055333,0.005952380952380952,0.4018497847233296,1.3636363636363635,0.0,0.0,0.0,0,1,0,0,0,0
2000,URU,14.0,14.0,8.0,604.0,197.0,0.002067030857817806,0.005076142131979695,0.4072050789901078,1.75,0.0,0.0,0.0,0,1,1,0,1,0
2004,URU,15.0,16.0,7.0,667.0,199.0,0.002279202279202279,0.005025125628140704,0.45356125356125354,2.2857142857142856,1.0,0.0,0.0,0,1,0,0,0,0
2008,URU,15.0,16.0,6.0,669.0,201.0,0.0023320215711995335,0.004975124378109453,0.46873633581110624,2.6666666666666665,0.0,1.0,0.0,0,1,0,0,0,0
2012,URU,12.0,12.0,6.0,673.0,204.0,0.001695633743111488,0.004901960784313725,0.34590928359474354,2.0,0.0,0.0,1.0,0,1,0,0,0,0
2016,URU,27.0,11.0,8.0,670.0,204.0,0.0015725518227305219,0.004901960784313725,0.3208005718370265,1.375,0.0,0.0,0.0,0,1,0,0,0,0
2020,URU,17.0,14.0,8.0,682.0,205.0,0.001972108747710945,0.004878048780487805,0.4042822932807437,1.75,0.0,0.0,0.0,0,1,0,0,0,0
2024,URU,11.0,9.0,5.0,761.0,205.0,0.0013117621337997377,0.004878048780487805,0.26891123742894624,1.8,0.0,0.0,0.0,0,1,0,0,0,0
1896,USA,,,,,,,,,,,,,0,0,20,11,7,2
1900,USA,14.0,16.0,3.0,107.0,12.0,0.09467455621301775,0.08333333333333333,1.136094674556213,5.333333333333333,20.0,,,0,1,48,19,14,15
1904,USA,75.0,41.0,10.0,236.0,31.0,0.10224438902743142,0.03225806451612903,3.169576059850374,4.1,48.0,20.0,,1,1,231,76,78,77
1908,USA,518.0,95.0,18.0,224.0,15.0,0.5080213903743316,0.06666666666666667,7.620320855614974,5.277777777777778,231.0,48.0,20.0,0,1,47,23,12,12
1912,USA,119.0,52.0,10.0,267.0,22.0,0.07680945347119646,0.045454545454545456,1.689807976366322,5.2,47.0,231.0,48.0,0,1,64,26,19,19
1920,USA,172.0,67.0,10.0,236.0,27.0,0.0737073707370737,0.037037037037037035,1.99009900990099,6.7,64.0,47.0,231.0,0,1,95,41,27,27
1924,USA,285.0,113.0,18.0,363.0,29.0,0.09393183707398171,0.034482758620689655,2.72402327514547,6.277777777777778,95.0,64.0,47.0,0,1,99,45,27,27
1928,USA,295.0,107.0,17.0,292.0,44.0,0.06613102595797281,0.022727272727272728,2.9097651421508033,6.294117647058823,99.0,95.0,64.0,0,1,56,22,18,16
1932,USA,232.0,90.0,14.0,252.0,46.0,0.0587467362924282,0.021739130434782608,2.702349869451697,6.428571428571429,56.0,99.0,95.0,1,1,0,0,0,0
1936,USA,276.0,110.0,16.0,268.0,37.0,0.12571428571428572,0.02702702702702703,4.651428571428571,6.875,0.0,56.0,99.0,0,1,57,24,21,12
1948,USA,303.0,120.0,20.0,302.0,49.0,0.05825242718446602,0.02040816326530612,2.8543689320388355,6.0,57.0,0.0,56.0,0,1,84,38,27,19
1952,USA,289.0,126.0,19.0,312.0,59.0,0.05698778833107191,0.01694915254237288,3.362279511533243,6.631578947368421,84.0,57.0,0.0,0,1,76,40,19,17
1956,USA,279.0,133.0,18.0,338.0,69.0,0.04475100942126514,0.014492753623188406,3.0878196500672948,7.388888888888889,76.0,84.0,57.0,0,1,74,32,25,17
1960,USA,300.0,144.0,19.0,342.0,72.0,0.06632888070013819,0.013888888888888888,4.77567941040995,7.578947368421052,74.0,76.0,84.0,0,1,0,0,0,0
1964,USA,289.0,147.0,17.0,340.0,84.0,0.04365904365904366,0.011904761904761904,3.667359667359668,8.647058823529411,0.0,74.0,76.0,0,1,90,36,26,28
1968,USA,344.0,159.0,19.0,370.0,93.0,0.04921077065923862,0.010752688172043012,4.5766016713091915,8.368421052631579,90.0,0.0,74.0,0,1,107,45,28,34
1972,USA,355.0,167.0,18.0,386.0,112.0,0.04533116178067318,0.008928571428571428,5.077090119435397,9.277777777777779,107.0,90.0,0.0,0,1,94,33,31,30
1976,USA,397.0,185.0,21.0,439.0,121.0,0.041940603037859896,0.008264462809917356,5.074812967581047,8.80952380952381,94.0,107.0,90.0,0,1,94,34,35,25
1984,USA,391.0,189.0,19.0,444.0,92.0,0.050319488817891375,0.010869565217391304,4.6293929712460065,9.947368421052632,94.0,94.0,107.0,1,1,174,83,61,30
1988,USA,519.0,217.0,25.0,492.0,140.0,0.04829735143556644,0.007142857142857143,6.761629200979302,8.68,174.0,94.0,94.0,0,1,94,36,31,27
1992,USA,526.0,230.0,27.0,528.0,159.0,0.039854444636977994,0.006289308176100629,6.336856697279501,8.518518518518519,94.0,174.0,94.0,0,1,108,37,34,37
1996,USA,540.0,248.0,28.0,573.0,168.0,0.03954712167118482,0.005952380952380952,6.6439164407590505,8.857142857142858,108.0,94.0,174.0,1,1,101,44,32,25
2000,USA,647.0,263.0,31.0,604.0,197.0,0.03883065111472021,0.005076142131979695,7.649638269599882,8.483870967741936,101.0,108.0,94.0,0,1,93,37,24,32
2004,USA,586.0,265.0,31.0,667.0,199.0,0.03774928774928775,0.005025125628140704,7.512108262108262,8.548387096774194,93.0,101.0,108.0,0,1,101,36,39,26
2008,USA,533.0,254.0,31.0,669.0,201.0,0.03702084244279259,0.004975124378109453,7.441189331001311,8.193548387096774,101.0,93.0,101.0,0,1,112,36,39,37
2012,USA,587.0,258.0,32.0,673.0,204.0,0.03645612547689699,0.004901960784313725,7.437049597286987,8.0625,112.0,101.0,93.0,0,1,104,48,26,30
2016,USA,529.0,245.0,31.0,670.0,204.0,0.035025017869907075,0.004901960784313725,7.1451036454610435,7.903225806451613,104.0,112.0,101.0,0,1,121,46,37,38
2020,USA,555.0,245.0,33.0,682.0,205.0,0.03451190308494154,0.004878048780487805,7.074940132413016,7.424242424242424,121.0,104.0,112.0,0,1,113,39,41,33
2024,USA,633.0,245.0,44.0,761.0,205.0,0.035709080308992856,0.004878048780487805,7.320361463343535,5.568181818181818,113.0,121.0,104.0,0,1,126,40,44,42
1996,UZB,,,,,,,,,,,,,0,0,2,0,1,1
2000,UZB,71.0,70.0,12.0,604.0,197.0,0.01033515428908903,0.005076142131979695,2.036025394950539,5.833333333333333,2.0,,,0,1,4,1,1,2
2004,UZB,70.0,69.0,12.0,667.0,199.0,0.009829059829059829,0.005025125628140704,1.955982905982906,5.75,4.0,2.0,,0,1,5,2,1,2
2008,UZB,69.0,71.0,14.0,669.0,201.0,0.01034834572219793,0.004975124378109453,2.080017490161784,5.071428571428571,5.0,4.0,2.0,0,1,4,0,1,3
2012,UZB,56.0,67.0,14.0,673.0,204.0,0.009467288399039141,0.004901960784313725,1.9313268334039848,4.785714285714286,4.0,5.0,4.0,0,1,3,0,0,3
2016,UZB,53.0,52.0,14.0,670.0,204.0,0.007433881343817012,0.004901960784313725,1.5165117941386705,3.7142857142857144,3.0,4.0,5.0,0,1,13,4,2,7
2020,UZB,70.0,69.0,15.0,682.0,205.0,0.009719678828003944,0.004878048780487805,1.9925341597408084,4.6,13.0,3.0,4.0,0,1,5,3,0,2
2024,UZB,67.0,69.0,16.0,761.0,205.0,0.010056843025797988,0.004878048780487805,2.0616528202885878,4.3125,5.0,13.0,3.0,0,1,13,8,2,3
1988,VAN,,,,,,,,,,,,,0,0,0,0,0,0
1992,VAN,4.0,6.0,2.0,528.0,159.0,0.0010396811644429042,0.006289308176100629,0.16530930514642175,3.0,0.0,,,0,0,0,0,0,0
1996,VAN,6.0,8.0,1.0,573.0,168.0,0.0012757136022962844,0.005952380952380952,0.2143198851857758,8.0,0.0,0.0,,0,0,0,0,0,0
2000,VAN,4.0,4.0,1.0,604.0,197.0,0.0005905802450908018,0.005076142131979695,0.11634430828288796,4.0,0.0,0.0,0.0,0,0,0,0,0,0
2004,VAN,3.0,3.0,2.0,667.0,199.0,0.00042735042735042735,0.005025125628140704,0.08504273504273505,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2008,VAN,2.0,2.0,1.0,669.0,201.0,0.0002915026963999417,0.004975124378109453,0.05859204197638828,2.0,0.0,0.0,0.0,0,0,0,0,0,0
2012,VAN,3.0,3.0,2.0,673.0,204.0,0.000423908435777872,0.004901960784313725,0.08647732089868589,1.5,0.0,0.0,0.0,0,0,0,0,0,0
2016,VAN,5.0,5.0,3.0,670.0,204.0,0.0007147962830593281,0.004901960784313725,0.14581844174410294,1.6666666666666667,0.0,0.0,0.0,0,0,0,0,0,0
2020,VAN,4.0,4.0,4.0,682.0,205.0,0.0005634596422031273,0.004878048780487805,0.11550922665164108,1.0,0.0,0.0,0.0,0,0,0,0,0,0
2024,VAN,3.0,3.0,3.0,761.0,205.0,0.00043725404459991256,0.004878048780487805,0.08963707914298208,1.0,0.0,0.0,0.0,0,0,0,0,0,0
1948,VEN,,,,,,,,,,,,,0,0,0,0,0,0
1952,VEN,1.0,2.0,1.0,312.0,59.0,0.0009045680687471732,0.01694915254237288,0.05336951605608322,2.0,0.0,,,0,0,1,0,0,1
1956,VEN,38.0,37.0,8.0,338.0,69.0,0.012449528936742935,0.014492753623188406,0.8590174966352625,4.625,1.0,0.0,,0,1,0,0,0,0
1960,VEN,22.0,16.0,5.0,342.0,72.0,0.007369875633348687,0.013888888888888888,0.5306310456011055,3.2,0.0,1.0,0.0,0,1,0,0,0,0
1964,VEN,36.0,26.0,9.0,340.0,84.0,0.007722007722007722,0.011904761904761904,0.6486486486486487,2.888888888888889,0.0,0.0,1.0,0,1,0,0,0,0
1968,VEN,16.0,16.0,5.0,370.0,93.0,0.004952027236149799,0.010752688172043012,0.46053853296193126,3.2,0.0,0.0,0.0,0,1,1,1,0,0
1972,VEN,23.0,17.0,5.0,386.0,112.0,0.004614549402823019,0.008928571428571428,0.5168295331161782,3.4,1.0,0.0,0.0,0,1,0,0,0,0
1976,VEN,23.0,27.0,4.0,439.0,121.0,0.006121060983903877,0.008264462809917356,0.7406483790523691,6.75,0.0,1.0,0.0,0,1,1,0,1,0
1980,VEN,32.0,35.0,6.0,444.0,92.0,0.00931842385516507,0.010869565217391304,0.8572949946751864,5.833333333333333,1.0,0.0,1.0,0,1,1,0,1,0
1984,VEN,37.0,20.0,7.0,454.0,80.0,0.006263701847792045,0.0125,0.5010961478233635,2.857142857142857,1.0,1.0,0.0,0,1,3,0,0,3
1988,VEN,26.0,29.0,10.0,492.0,140.0,0.006454484754061874,0.007142857142857143,0.9036278655686624,2.9,3.0,1.0,1.0,0,1,0,0,0,0
1992,VEN,17.0,15.0,7.0,528.0,159.0,0.0025992029111072605,0.006289308176100629,0.41327326286605437,2.142857142857143,0.0,3.0,1.0,0,1,0,0,0,0
1996,VEN,26.0,16.0,8.0,573.0,168.0,0.002551427204592569,0.005952380952380952,0.4286397703715516,2.0,0.0,0.0,3.0,0,1,0,0,0,0
2000,VEN,39.0,36.0,12.0,604.0,197.0,0.005315222205817215,0.005076142131979695,1.0470987745459914,3.0,0.0,0.0,0.0,0,1,0,0,0,0
2004,VEN,50.0,49.0,17.0,667.0,199.0,0.00698005698005698,0.005025125628140704,1.3890313390313391,2.8823529411764706,0.0,0.0,0.0,0,1,2,0,0,2
2008,VEN,48.0,51.0,15.0,669.0,201.0,0.007433318758198513,0.004975124378109453,1.494097070397901,3.4,2.0,0.0,0.0,0,1,1,0,0,1
2012,VEN,108.0,83.0,21.0,673.0,204.0,0.011728133389854458,0.004901960784313725,2.3925392115303095,3.9523809523809526,1.0,2.0,0.0,0,1,1,1,0,0
2016,VEN,68.0,70.0,15.0,670.0,204.0,0.010007147962830594,0.004901960784313725,2.0414581844174413,4.666666666666667,1.0,1.0,2.0,0,1,3,0,2,1
2020,VEN,85.0,77.0,20.0,682.0,205.0,0.010846598112410198,0.004878048780487805,2.223552613044091,3.85,3.0,1.0,1.0,0,1,4,1,3,0
2024,VEN,43.0,35.0,16.0,761.0,205.0,0.00510129718699898,0.004878048780487805,1.045765923334791,2.1875,4.0,3.0,1.0,0,1,0,0,0,0
1980,VIE,,,,,,,,,,,,,0,0,0,0,0,0
1988,VIE,29.0,31.0,4.0,454.0,80.0,0.009708737864077669,0.0125,0.7766990291262135,7.75,0.0,,,0,0,0,0,0,0
1992,VIE,9.0,12.0,6.0,528.0,159.0,0.0020793623288858083,0.006289308176100629,0.3306186102928435,2.0,0.0,0.0,,0,0,0,0,0,0
1996,VIE,7.0,10.0,3.0,573.0,168.0,0.0015946420028703557,0.005952380952380952,0.26789985648221976,3.3333333333333335,0.0,0.0,0.0,0,0,0,0,0,0
2000,VIE,6.0,6.0,4.0,604.0,197.0,0.0008858703676362026,0.005076142131979695,0.17451646242433191,1.5,0.0,0.0,0.0,0,0,1,0,1,0
2004,VIE,7.0,7.0,4.0,667.0,199.0,0.0009971509971509972,0.005025125628140704,0.19843304843304843,1.75,1.0,0.0,0.0,0,1,0,0,0,0
2008,VIE,11.0,10.0,8.0,669.0,201.0,0.0014575134819997085,0.004975124378109453,0.29296020988194144,1.25,0.0,1.0,0.0,0,1,1,0,1,0
